"occurrenceID"	"identificationID"	"identifiedBy"	"dateIdentified"	"kingdom"	"biotypeStatus"	"identificationRemarks"	"lifeZoneID"	"lifeZone"	"ecoOrderID"	"ecoOrder"	"ecoFamilyID"	"ecoFamily"	"ecoGenusID"	"ecoGenus"	"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesEN"	"ecoSpeciesFR"	"ecoSpeciesENFR"	"identificationReference"	"identificationReferencePage"	"identificationReferenceID"	"synof_ecoSpeciesID"	"synof_ecoSpecies"	"synof_ecoSpeciesBiotype"	"nomenclaturalStatus"	"country"	"locality"	"decimalLatitude"	"decimalLongitude"	"verbatimElevation"	"recordedBy"	"recordNumber"	"eventDate"	"lastEidentidentifiedBy"	"lastEidentdateIdentified"
"20200810184402"	20200810	"Senterre, Bruno"	2020-08-10T00:00:00Z	"Plantae"	""		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10080"	"Inland riparian (seasonally saturated, flushed, floaded)"	"82357250-99b1-4de1-ab12-dd946412583f"	"Riparian forest on alluvial soil"	"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Riparian forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"West African Riparian forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Riparian forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"				"20200505085452"	"Forêt ouest africaine ripicole de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191011-1120-77"	"da-Other specimens"	"Sierra Leone"	"Gola East, site 4, Mahoi, 200m away from the Mahoi river, on a small tributary"	7.3666	-11.2	""	"Davies, A. Glyn"	"20200810184402"	1987-01-01	"Senterre, Bruno"	2020-08-10T00:00:00Z
"BS61-20191001-1556-26"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11090"	"Saxicolous ravine (intermittent stream)"	"20190823-1736"	"Saxicolous ravine grassland on ironstone"	"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous periodically moist grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"West African Saxicolous periodically moist grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous periodically moist grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"54"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1556-26"	"aa-Accepted name"	"Guinea"	"Massif dy Mont Nimba, entre la Zougoue et le Gba"	7.69408	-8.39893	"784"	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-26"	2019-10-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Schnell-19520101-0619-381"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11090"	"Saxicolous ravine (intermittent stream)"	"20190823-1736"	"Saxicolous ravine grassland on ironstone"	"20200506100725"	"Groupement à Loudetia arundinacea et Polygala clarkeana (FR)"		""	"Groupement à Loudetia arundinacea et Polygala clarkeana (FR)"	"Groupement à Loudetia arundinacea et Polygala clarkeana (FR)"	"Schnell (1952)"	"381"	"www.jstor.org/stable/20034533"	"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1556-26"	"bb-Heterotypic names"	"Guinea"	"Mont Nimba"			""	"Schnell, Raymond"	"Schnell-195211-619-381"	1952-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Aussel-20181211-1718-32152"	20200506	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11090"	"Saxicolous ravine (intermittent stream)"	"20190823-1736"	"Saxicolous ravine grassland on ironstone"	"20200506102538"	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) dans dépression humide de basse altitude (FR)"		""	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) dans dépression humide de basse altitude (FR)"	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) dans dépression humide de basse altitude (FR)"	"Aussel (2018)"	"32152"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"20200506100103"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1556-26"	"bb-Heterotypic names"	"Guinea"	"MG"			""	"Aussel, Alexia"	"Aussel-20181211-1718-32152"	2018-12-11	"Senterre, Bruno"	2019-12-31T00:00:00Z
"BS61-20191007-1452-63"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11090"	"Saxicolous ravine (intermittent stream)"	"20190823-1736"	"Saxicolous ravine grassland on ironstone"	"20200506110453"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"West African Saxicolous periodically moist grassland on ironstone of the Montane tropical rainforest zone (EN)"	"West African Saxicolous periodically moist grassland on ironstone of the Montane tropical rainforest zone (EN)"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"West African Saxicolous periodically moist grassland on ironstone of the Montane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"56"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506110453"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191007-1452-63"	"aa-Accepted name"	"Guinea"	"Massif du Mont Nimba, Mare d'hivernage"	7.66082	-8.37971	"1602"	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-63"	2019-10-07	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Schnell-19520101-0805-384"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11090"	"Saxicolous ravine (intermittent stream)"	"20190823-1736"	"Saxicolous ravine grassland on ironstone"	"20200506111013"	"Groupement à Mesanthemum prescottianum et Genlisea africana (FR)"		""	"Groupement à Mesanthemum prescottianum et Genlisea africana (FR)"	"Groupement à Mesanthemum prescottianum et Genlisea africana (FR)"	"Schnell (1952)"	"384"	"www.jstor.org/stable/20034533"	"20200506110453"	"Prairie ouest africaine périodiquement humide saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191007-1452-63"	"bb-Heterotypic names"	"Guinea"	"Mont Nimba"			""	"Schnell, Raymond"	"Schnell-195211-85-384"	1952-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"BS61-20191001-1605-26g"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506103530"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous seasonal marsh grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"West African Saxicolous seasonal marsh grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous seasonal marsh grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"55"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506103530"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1605-26g"	"aa-Accepted name"	"Guinea"	"Massif du Mont Nimba, NE"			""	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-26g"	2019-10-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Golder-20130101-1722-12"	20200506	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11090"	"Saxicolous ravine (intermittent stream)"	"20190823-1736"	"Saxicolous ravine grassland on ironstone"	"20200506101852"	"Ephemeral wetland (EN)"	"Terre humide éphémère (FR)"	"Ephemeral wetland (EN)"	"Terre humide éphémère (FR)"	"Ephemeral wetland (EN)"	"Golder (2013)"	"12"		"20200506103530"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1605-26g"	"bb-Heterotypic names"	"Guinea"	"Mount Nimba"			""	"Golder"	"Golder-201311-1722-12"	2013-01-01	"Senterre, Bruno"	2020-05-06T00:00:00Z
"Schnell-19520101-1942-382"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506104848"	"Groupement à Eriocaulon pumilum et Utricularia subulata (FR)"		""	"Groupement à Eriocaulon pumilum et Utricularia subulata (FR)"	"Groupement à Eriocaulon pumilum et Utricularia subulata (FR)"	"Schnell (1952)"	"382"	"www.jstor.org/stable/20034533"	"20200506103530"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1605-26g"	"bb-Heterotypic names"	"Guinea"	"Mont Nimba"			""	"Schnell, Raymond"	"Schnell-195211-1942-382"	1952-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Aussel-20181211-1122-4124"	20200506	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506105220"	"Végétation hydrophile sur bowal (FR)"		""	"Végétation hydrophile sur bowal (FR)"	"Végétation hydrophile sur bowal (FR)"	"Aussel (2018)"	"4124"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"20200506103530"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1605-26g"	"bb-Heterotypic names"	"Guinea"	"GM, MG, HG, GF"			""	"Aussel, Alexia"	"Aussel-20181211-1122-4124"	2018-12-11	"Senterre, Bruno"	2019-12-31T00:00:00Z
"BS61-20191007-1453-63b"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506111926"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"West African Saxicolous seasonal marsh grassland on ironstone of the Montane tropical rainforest zone (EN)"	"West African Saxicolous seasonal marsh grassland on ironstone of the Montane tropical rainforest zone (EN)"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"West African Saxicolous seasonal marsh grassland on ironstone of the Montane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"57"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506111926"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191007-1453-63b"	"aa-Accepted name"	"Guinea"	"Massif du Mont Nimba, Mare d'hivernage"	7.66086	-8.37986	"1602"	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-63b"	2019-10-07	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Schnell-19520101-1251-384"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506112239"	"Groupement à Panicum pusillum var. glabriglumatum (FR)"		""	"Groupement à Panicum pusillum var. glabriglumatum (FR)"	"Groupement à Panicum pusillum var. glabriglumatum (FR)"	"Schnell (1952)"	"384"	"www.jstor.org/stable/20034533"	"20200506111926"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191007-1453-63b"	"bb-Heterotypic names"	"Guinea"	"Mont Nimba"			""	"Schnell, Raymond"	"Schnell-195211-1251-384"	1952-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Schnell-19520101-1017-384"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506113244"	"Groupement à Xyris decipiens (FR)"		""	"Groupement à Xyris decipiens (FR)"	"Groupement à Xyris decipiens (FR)"	"Schnell (1952)"	"384"	"www.jstor.org/stable/20034533"	"20200506111926"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191007-1453-63b"	"bb-Heterotypic names"	"Guinea"	"Mont Nimba"			""	"Schnell, Raymond"	"Schnell-195211-1017-384"	1952-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Golder-20130101-1639-13"	20200506	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10060"	"Inland marsh"	"96464f7c-f57c-4207-a083-1f8d0261ef45"	"Seasonal marsh on ironstone rock sheet"	"20200506113459"	"High-altitude wetland (EN)"	"Terre humide de haute altitude (FR)"	"High-altitude wetland (EN)"	"Terre humide de haute altitude (FR)"	"High-altitude wetland (EN)"	"Golder (2013)"	"13"		"20200506111926"	"Prairie ouest africaine périodiquement marécageuse saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191007-1453-63b"	"bb-Heterotypic names"	"Guinea"	"Mount Nimba"			""	"Golder"	"Golder-201311-1639-13"	2013-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"BS61-20191001-1601-26b"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"West African Saxicolous grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"West African Saxicolous grassland on ironstone of the Lowland tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"54"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"aa-Accepted name"	"Guinea"	"Massif du Mont Nimba, entre la vallée du Zougué et le Gba"	7.69421	-8.39912	""	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-26b"	2019-10-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Schnell-19520101-2109-381"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506085716"	"Groupement à Loudetia arundinacea (Loudetietum arundinaceae) (FR)"		""	"Groupement à Loudetia arundinacea (Loudetietum arundinaceae) (FR)"	"Groupement à Loudetia arundinacea (Loudetietum arundinaceae) (FR)"	"Schnell (1952)"	"381"	"www.jstor.org/stable/20034533"	"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"bb-Heterotypic names"	"Guinea"	"Mont Nimba"			""	"Schnell, Raymond"	"Schnell-195211-219-381"	1952-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"20200812170349"	20200812	"Couch, Charlotte"	2019-05-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200812163239"	"High Altitude Lateritic Bowal (EN)"		"High Altitude Lateritic Bowal (EN)"	""	"High Altitude Lateritic Bowal (EN)"	"Couch (2019)"	"163"	"ISBN 978-1-5272-4065-0"	"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"bb-Heterotypic names"	"Guinea"	"Nimba, NE"	7.6965	-8.4041	"730"	"Couch, Charlotte"	"20200812170349"	2019-05-01	"Senterre, Bruno"	2020-08-12T00:00:00Z
"20200812171900"	20200812	"Couch, Charlotte"	2019-05-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200812170452"	"Low Altitude Lateritic Bowal (EN)"		"Low Altitude Lateritic Bowal (EN)"	""	"Low Altitude Lateritic Bowal (EN)"	"Couch (2019)"	"31"	"ISBN 978-1-5272-4065-0"	"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"bb-Heterotypic names"	"Guinea"	"n.b.: see map on page 31, digitized, georeferenced and searched an area possibly bowal (avec l'ourlet typique de l'écotone no déforestée vs. mesic cultivé)"	9.82371	-12.73343	"150"	"Couch, Charlotte"	"20200812171900"	2019-05-01	"Senterre, Bruno"	2020-08-12T00:00:00Z
"Astron-20190101-1303-13"	20200506	"Astron"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506092109"	"Lowland edaphic savanna (EN)"		"Lowland edaphic savanna (EN)"	""	"Lowland edaphic savanna (EN)"	"Astron (2019)"	"13"		"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"bb-Heterotypic names"	"Guinea"	"Mount Nimba"			""	"Astron"	"Astron-201911-133-13"	2019-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Golder-20130101-2213-11"	20200506	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506091706"	"Lowland edaphic savanna (EN)"	"Savane édaphique de basse terre (FR)"	"Lowland edaphic savanna (EN)"	"Savane édaphique de basse terre (FR)"	"Lowland edaphic savanna (EN)"	"Golder (2013)"	"11"		"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"bb-Heterotypic names"	"Guinea"	"Mount Nimba"			""	"Golder"	"Golder-201311-2213-11"	2013-01-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Aussel-20181211-0709-32151"	20200506	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506095842"	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) sèche de basse altitude (FR)"		""	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) sèche de basse altitude (FR)"	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) sèche de basse altitude (FR)"	"Aussel (2018)"	"32151"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"20200506083225"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales de plaine (FR)"	"BS61-20191001-1601-26b"	"bb-Heterotypic names"	"Guinea"	"MG"			""	"Aussel, Alexia"	"Aussel-20181211-79-32151"	2018-12-11	"Senterre, Bruno"	2019-12-31T00:00:00Z
"BS61-20191005-0933-52"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506110123"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"West African Saxicolous grassland on ironstone of the Montane tropical rainforest zone (EN)"	"West African Saxicolous grassland on ironstone of the Montane tropical rainforest zone (EN)"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"West African Saxicolous grassland on ironstone of the Montane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"56"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506110123"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes (FR)"	"BS61-20191005-0933-52"	"aa-Accepted name"	"Guinea"	"Massif du Mont Nimba, Haut Cavally"	7.6659	-8.39211	"1311"	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-52"	2019-10-05	"Senterre, Bruno"	2019-12-31T00:00:00Z
"BS61-20191001-0851-14"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506105447"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales submontagnardes (FR)"	"West African Saxicolous grassland on ironstone of the Submontane tropical rainforest zone (EN)"	"West African Saxicolous grassland on ironstone of the Submontane tropical rainforest zone (EN)"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales submontagnardes (FR)"	"West African Saxicolous grassland on ironstone of the Submontane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"55"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"20200506105447"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0851-14"	"aa-Accepted name"	"Guinea"	"Massif dy Mont Nimba, Vallée de la Zouge"	7.67907	-8.38515	"993"	"Senterre, Bruno|Bidault, Ehoarn"	"BS61-14"	2019-10-01	"Senterre, Bruno"	2019-12-31T00:00:00Z
"Aussel-20181211-1506-32153"	20200506	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11070"	"Saxicolous"	"4be9ac23-7c73-48b4-8cf1-f10fb3f15075"	"Saxicolous open vegetation on ironstone outcrops"	"20200506105723"	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) sèche de haute altitude (FR)"		""	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) sèche de haute altitude (FR)"	"Végétation herbacée saxicole sur cuirasse ferralitique ou gravillonnaire (bowal) sèche de haute altitude (FR)"	"Aussel (2018)"	"32153"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"20200506105447"	"Prairie ouest africaine saxicole sur cuirasse ferrugineuse de la zone des Forêts tropicales submontagnardes (FR)"	"BS61-20191001-0851-14"	"bb-Heterotypic names"	"Guinea"	"MG"			""	"Aussel, Alexia"	"Aussel-20181211-156-32153"	2018-12-11	"Senterre, Bruno"	2019-12-31T00:00:00Z
