"ecoOccurrenceID"	"identificationID"	"identifiedBy"	"dateIdentified"	"lifeZoneID"	"lifeZone"	"ecoOrderID"	"ecoOrder"	"ecoFamilyID"	"ecoFamily"	"ecoGenusID"	"ecoGenus"	"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"taxonRemarks"	"identificationReference"	"identificationReferencePage"	"identificationReferenceID"	"biotypeStatus"	"identificationRemarks"
"Schnell-19520101-2217-366"	"20200503124213"	"Schnell, Raymond"	1952-01-01	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11100	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	20200503123357	"Variante vallicole du groupement à Tarrietia utilis et Lophira procera (FR)"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11100|Ravine|b2af9d95-4f12-40f3-ae6d-a1e193813a1a|Ravine forest|20200503123357|Variante vallicole du groupement à Tarrietia utilis et Lophira procera (FR)|NA"	"Schnell (1952)"	"366"	"www.jstor.org/stable/20034533"	"holobiotype"	
"Schnell-19520101-2217-366"	"20200503125425"	"Senterre, Bruno"	2019-12-31	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11100	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	20200503122437	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11100|Ravine|b2af9d95-4f12-40f3-ae6d-a1e193813a1a|Ravine forest|20200503122437|Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)|West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"				""	
"Schnell-19520101-1113-369"	"20200505074025"	"Schnell, Raymond"	1952-01-01	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11100	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	20200505071317	"Groupement à Lophira et Chidlovia sanguinea (FR)"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11100|Ravine|b2af9d95-4f12-40f3-ae6d-a1e193813a1a|Ravine forest|20200505071317|Groupement à Lophira et Chidlovia sanguinea (FR)|NA"	"Schnell (1952)"	"369"	"www.jstor.org/stable/20034533"	"holobiotype"	
"Schnell-19520101-1113-369"	"20200505074042"	"Senterre, Bruno"	2019-12-31	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11100	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	20200503122437	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11100|Ravine|b2af9d95-4f12-40f3-ae6d-a1e193813a1a|Ravine forest|20200503122437|Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)|West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"				""	
"Astron-20190101-0259-5"	"20200505074524"	"Astron"	2019-01-01	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11100	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	20200505073922	"Gallery forest (EN)"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11100|Ravine|b2af9d95-4f12-40f3-ae6d-a1e193813a1a|Ravine forest|20200505073922|Gallery forest (EN)|NA"	"Astron (2019)"	"5"		"holobiotype"	
"Astron-20190101-0259-5"	"20200505074530"	"Senterre, Bruno"	2019-12-31	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	110	"Inland (non-coastal) upland"	11100	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	20200505153713	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Ravine forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c|Tropical submontane humid|110|Inland (non-coastal) upland|11100|Ravine|b2af9d95-4f12-40f3-ae6d-a1e193813a1a|Ravine forest|20200505153713|Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)|West African Ravine forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"				""	"Unclear from the name but clear from the map"
"BS61-20191011-1125-78"	"20200505075147"	"Senterre, Bruno"	2019-12-31	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	100	"Inland (non-coastal) wetland (incl. floating vegetation)"	10070	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	20200505074404	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Swamp forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|100|Inland (non-coastal) wetland (incl. floating vegetation)|10070|Inland swamp|6fa2e18e-a189-4bf3-8a60-8e267636b292|Freshwater swamps|20200505074404|Forêt ouest africaine marécageuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)|West African Swamp forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"37"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"holobiotype"	
"Schnell-19520101-1020-363"	"20200505075730"	"Schnell, Raymond"	1952-01-01	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	100	"Inland (non-coastal) wetland (incl. floating vegetation)"	10070	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	20200505074653	"Forêts marécageuses à Uapaca paludosa et Mitragyna ciliata (FR)"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|100|Inland (non-coastal) wetland (incl. floating vegetation)|10070|Inland swamp|6fa2e18e-a189-4bf3-8a60-8e267636b292|Freshwater swamps|20200505074653|Forêts marécageuses à Uapaca paludosa et Mitragyna ciliata (FR)|NA"	"Schnell (1952)"	"363"	"www.jstor.org/stable/20034533"	"holobiotype"	
"Schnell-19520101-1020-363"	"20200505075746"	"Senterre, Bruno"	2019-12-31	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	100	"Inland (non-coastal) wetland (incl. floating vegetation)"	10070	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	20200505074404	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Swamp forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|100|Inland (non-coastal) wetland (incl. floating vegetation)|10070|Inland swamp|6fa2e18e-a189-4bf3-8a60-8e267636b292|Freshwater swamps|20200505074404|Forêt ouest africaine marécageuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)|West African Swamp forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"				""	
"Astron-20190101-1311-2"	"20200505085647"	"Astron"	2019-01-01	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	100	"Inland (non-coastal) wetland (incl. floating vegetation)"	10070	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	20200505075640	"Lowland moist riverine / groundwater forest (EN)"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|100|Inland (non-coastal) wetland (incl. floating vegetation)|10070|Inland swamp|6fa2e18e-a189-4bf3-8a60-8e267636b292|Freshwater swamps|20200505075640|Lowland moist riverine / groundwater forest (EN)|NA"	"Astron (2019)"	"2"		"holobiotype"	
"Astron-20190101-1311-2"	"20200505085700"	"Senterre, Bruno"	2019-12-31	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	100	"Inland (non-coastal) wetland (incl. floating vegetation)"	10070	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	20200505074404	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Swamp forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|100|Inland (non-coastal) wetland (incl. floating vegetation)|10070|Inland swamp|6fa2e18e-a189-4bf3-8a60-8e267636b292|Freshwater swamps|20200505074404|Forêt ouest africaine marécageuse de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)|West African Swamp forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"				""	
"Astron-20190101-1700-1"	"20200505085831"	"Astron"	2019-01-01	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11010	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	20200505080427	"Moist evergreen forest (EN)"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11010|Mesic|4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a|Mesic forest|20200505080427|Moist evergreen forest (EN)|NA"	"Astron (2019)"	"1"		"holobiotype"	
"Astron-20190101-1700-1"	"20200505085843"	"Senterre, Bruno"	2019-12-31	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11010	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	20200418143610	"Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African mesic forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11010|Mesic|4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a|Mesic forest|20200418143610|Forêt ouest africaine mésique de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)|West African mesic forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"				""	
"4013e439-f96e-4ee5-83e8-0a221dab84a2"	"20230110212820"	"Senterre, Bruno"	2023-01-10									20230109134232	"Seychelles ravine forest of the tropical submontane perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109134232|Seychelles ravine forest of the tropical submontane perhumid life zone (EN)|Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"1dbc5abb-7b75-4d1c-8009-7dd408c194ac"	"20230110212903"	"Senterre, Bruno"	2023-01-10									20230109134232	"Seychelles ravine forest of the tropical submontane perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109134232|Seychelles ravine forest of the tropical submontane perhumid life zone (EN)|Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"b151f76e-d513-460b-ba5a-c411875f1457"	"20230110213040"	"Senterre, Bruno"	2023-01-10									20230109134446	"Seychelles mesic forest of the tropical submontane perhumid life zone (EN)"	"Forêt mésique de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109134446|Seychelles mesic forest of the tropical submontane perhumid life zone (EN)|Forêt mésique de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"4ce2364f-574e-43d9-8182-107763e119a2"	"20230110213357"	"Senterre, Bruno"	2023-01-10									20230109135843	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109135843|Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)|Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"d932a8ef-6519-4aae-93e9-49b544d9ec60"	"20230110213506"	"Senterre, Bruno"	2023-01-10									20230109135843	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109135843|Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical submontane perhumid life zone (EN)|Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"c7662fe7-29bf-4498-b8c9-102d53f648c5"	"20230110213649"	"Senterre, Bruno"	2023-01-10									20230109143728	"Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical submontane perhumid life zone (EN)"	"Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109143728|Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical submontane perhumid life zone (EN)|Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"42b28e91-1997-42d0-8efe-7abdf5278c22"	"20230110213816"	"Senterre, Bruno"	2023-01-10									20230109134232	"Seychelles ravine forest of the tropical submontane perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109134232|Seychelles ravine forest of the tropical submontane perhumid life zone (EN)|Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"43fbba4e-b962-4bba-b06a-371b848779c1"	"20230110214054"	"Senterre, Bruno"	2023-01-10									20230109135134	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109135134|Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lowland perhumid life zone (EN)|Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale de basse altitude des Seychelles (FR)"				""	
"7ac97bab-99fe-4a0a-a630-0dd612964350"	"20230110214152"	"Senterre, Bruno"	2023-01-10									20230109134232	"Seychelles ravine forest of the tropical submontane perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109134232|Seychelles ravine forest of the tropical submontane perhumid life zone (EN)|Forêt de ravin de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"0f451c0f-8386-444e-b1ac-c12360b93d06"	"20230110214250"	"Senterre, Bruno"	2023-01-10	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	110	"Inland (non-coastal) upland"	11010	"Mesic"	"4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a"	"Mesic forest"	20230109090234	"Seychelles ravine forest of the tropical lowland perhumid life zone (EN)"	"Forêt de ravin de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b|Tropical lowland perhumid|110|Inland (non-coastal) upland|11010|Mesic|4166a7be-5ed2-4f61-9fe1-6d53cb99fc6a|Mesic forest|20230109090234|Seychelles ravine forest of the tropical lowland perhumid life zone (EN)|Forêt de ravin de la zone perhumide tropicale de basse altitude des Seychelles (FR)"				""	
"deb81eb0-a9dc-4425-8326-01566bcf0164"	"20230110214402"	"Senterre, Bruno"	2023-01-10									20230109142828	"Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)"	"Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109142828|Seychelles dwarf forest on skeletal soil (subsaxicolous) of the tropical lower montane perhumid life zone (EN)|Forêt sur sol squelettique (subsaxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"				""	
"a19d23c3-c9f2-48ee-9f36-2dd08b655346"	"20230110214638"	"Senterre, Bruno"	2023-01-10									20230109145003	"Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical lower montane perhumid life zone (EN)"	"Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109145003|Seychelles open vegetation on hyperskeletal soil (saxicolous) of the tropical lower montane perhumid life zone (EN)|Végétation ouverte sur sol hypersquelettique (saxicole) de la zone perhumide tropicale montagnarde inférieure des Seychelles (FR)"				""	
"01bc71e5-07d0-40f7-b618-390b21850954"	"20230110214832"	"Senterre, Bruno"	2023-01-10									20230109154458	"Seychelles swamp forest of the tropical submontane perhumid life zone (EN)"	"Forêt marécageuse de la zone perhumide tropicale submontagnarde des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109154458|Seychelles swamp forest of the tropical submontane perhumid life zone (EN)|Forêt marécageuse de la zone perhumide tropicale submontagnarde des Seychelles (FR)"				""	
"c62b5fdc-c0b1-4a4c-9dc1-92546e77903b"	"20230110214932"	"Senterre, Bruno"	2023-01-10									20230109130519	"Seychelles mesic forest of the tropical lowland perhumid life zone (EN)"	"Forêt mésique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"	"NA|NA|NA|NA|NA|NA|NA|NA|20230109130519|Seychelles mesic forest of the tropical lowland perhumid life zone (EN)|Forêt mésique de la zone perhumide tropicale de basse altitude des Seychelles (FR)"				""	
